name,type,website,youtube,github,twitter,nostr,platforms
BTCPay Server,tag,https://btcpayserver.org/,,https://github.com/btcpayserver/btcpayserver,https://x.com/BtcpayServer,https://primal.net/btcpayserver,
Bisq,tag,https://bisq.network/,,https://github.com/bisq-network/bisq,https://x.com/bisq_network,https://primal.net/bisq,"mac,windows,linux"
Bitaroo,tag,https://www.bitaroo.com.au/,,https://github.com/Bitaroo,https://x.com/BitarooExchange,https://primal.net/p/nprofile1qqstdpjuhre0ddxkqany0hn2raztsxp5n7r2tlwtg7wl2hftzncfxhqu03a3s,"iphone,android"
Bitcoin Well,tag,https://bitcoinwell.com/,,https://github.com/BitcoinWell,https://x.com/TheBitcoinWell,,
Bitrefill,tag,https://www.bitrefill.com/ca/en/,,https://github.com/bitrefill/,https://x.com/bitrefill,https://primal.net/p/nprofile1qqsdlpj77jpsf944q8htmzph0jg02g2xn4ru2wvhxq8zyk4trv5myeq0v8mfn,"iphone,android"
Bittr,tag,https://getbittr.com/,,,https://x.com/GetBittr,https://primal.net/p/nprofile1qqszwk3fha20mytuy0q7ts4tfja9slz53zgq2e8ktwzmf477je9vp4g9c9mkf,
Bull Bitcoin,tag,https://www.bullbitcoin.com/,,https://github.com/SatoshiPortal,https://x.com/BullBitcoin_,https://primal.net/p/nprofile1qqsr70lh4keezkwy9s92zm2ncpyrh7l6647ly257n6fkfgcxws0t9ncn936mg,
Casa,tag,https://casa.io/,,https://github.com/casa,https://x.com/CasaHODL,https://primal.net/p/nprofile1qqsvwcwuwcwmucx3s7dfs54m49h7uclw4vxh8ygu25m9chk0ypy5ngsq0mpq7,"iphone,android"
Coinos,tag,https://coinos.io/,,https://github.com/CoinOS,,https://primal.net/p/nprofile1qqs890du277adh7yucng2pgaaqzp69yv8350us4lxq0hr2nv75l997cd4rmzp,
Debifi,tag,https://debifi.com/,,,https://x.com/debificom,https://primal.net/p/nprofile1qqszjy3du4wgp7tfy8rgguumyee2rte73jyqsfp4d6n75gxxypg4yyq3z95q0,"iphone,android"
Fountain,tag,https://www.fountain.fm/,,,https://x.com/fountain_app,https://primal.net/Fountain,"iphone,android"
Hodl Hodl,tag,https://hodlhodl.com/,,https://github.com/hhodl,https://x.com/hodlhodl,,
IBEXPay,tag,https://www.ibexpay.io/,,https://github.com/IBEXDWM/IBEXPay-Woocommerce,https://x.com/IBEXpay,,
Kraken,tag,https://www.kraken.com/en-ca,,https://github.com/krakenfx,https://x.com/krakenfx,,"iphone,android"
Ledn,tag,https://www.ledn.io/,,,https://x.com/hodlwithLedn,,
Peach,tag,https://peachbitcoin.com/,,https://github.com/Peach2Peach/,https://x.com/peachbitcoin,https://primal.net/p/nprofile1qqs2gazhwghppw36yu0muuzqykdrcndzeafml50pnqfcy9xjx5rylsss0wkz7,"iphone,android"
River,tag,https://river.com/,,https://github.com/riverfinancial,https://x.com/River,https://primal.net/p/nprofile1qqsrtv3u6qkj6a09tnhr3l0wy67g9uw3t57ftqyqpvztpk3wmd6306s92qxwz,"iphone,android"
Robosats,tag,https://learn.robosats.org/,,https://github.com/RoboSats/robosats,https://x.com/RoboSats,https://primal.net/p/nprofile1qqsyx53h3h7ec4fwlspjq0kqec5gv54t7rc48xdtq6q4y94wsw4fnjqsg3jtv,"mac,windows,linux,android"
Shakepay,tag,https://shakepay.com/,,https://github.com/shakepay,https://x.com/shakepay,,"iphone,android"
Spike to Spike,tag,https://spiketospike.com/,,https://github.com/SpikeToSpike,https://x.com/spiketospike,,
Strike,tag,https://strike.me/,,,https://x.com/Strike,https://primal.net/p/npub1ex7mdykw786qxvmtuls208uyxmn0hse95rfwsarvfde5yg6wy7jq6qvyt9,"iphone,android"
Unchained/Caravan,tag,https://www.unchained.com/,,https://github.com/unchained-capital,https://x.com/unchained,,
Liquid,tag,https://liquid.net/,,https://github.com/ElementsProject/elements,https://x.com/Liquid_BTC,https://primal.net/LiquidNetwork,
Testnet,tag,https://en.bitcoin.it/wiki/Testnet,,https://github.com/bitcoin/bitcoin,,,
USDT,tag,https://tether.to/en/,,https://github.com/tetherto,https://x.com/Tether_to,,
Cashu,tag,https://cashu.space/,,https://github.com/cashubtc,https://x.com/CashuBTC,,
Fedimint,tag,https://fedimint.org/,,https://github.com/fedimint,https://x.com/fedimint,https://primal.net/p/nprofile1qqsgwgkrss7gthwkzc49edgxu895664setaevcp57snw2k3wlzdrghswflshg,
